PMID	Title	Abstract	Author	Affiliation	Journal	Date
25895702	The preparatory state of ground reaction forces in defending against a dribbler in a	"We previously demonstrated the relationship between sidestepping performance and the preparatory state of ground reaction forces (GRFs). The present study investigated
the effect of the preparatory state of GRFs on defensive performance in 1-on-1
subphase of basketball. Ten basketball players participated in 1-on-1 dribble game
of basketball. The outcomes (penetrating and guarding) and the preparatory state of
GRFs (non-weighted and weighted states, i.e. vertical GRFs below and above 120% of
body weight, respectively) were assessed by separating the phases. In the
non-weighted state and the weighted state to determine the outcome, the probability
of successful guarding was 78.8% and 29.6%, respectively. The non-weighted state
prevented delay of the defensive step in the determination phase. Both the
non-weighted and weighted states, immediately before the determination phase, were
likely to change to the weighted state in the determination phase; during this time,
the defender's preparatory state would be destabilised, presumably by the dribbler's
movement. These results revealed that the preparatory GRFs before the defensive step
help to explain the outcome of the 1-on-1 subphase, and suggest a better way to
prevent delaying initiation of the defensive step and thereby to guard more
effectively against a dribbler.
"	Fujii K|Yoshioka S|Isaka T|Kouzaki M	Nagoya University	Sports biomechanics	4/22/15 6:00
9656269	Cognitive, perceptual, and motor abilities in skilled basketball performance.	"The differences among athletes of differing skill should assist successful identification and selection of the best athletes in a specific sport. For the
purpose of this study, a laboratory study was conducted with a group of 13 men on
the elite male national team of basketball players, 22 to 23 years of age, and a
control group of 15 men of equal age (physical education class) to assess
differences in their scores on cognitive skills (memory-retention, memory-grouping
analytic ability), perceptual skills (speed of perception, prediction, selective
attention, response selection), and motor skills (dynamic balance, whole body
coordination, wrist-finger dexterity, rhythmic ability). Analysis showed that elite
male basketball players scored higher on hand coordination and lower on dynamic
balance given their anthropometric measurements. Elite players were better on
memory-retention, selective attention, and on prediction measures than the control
group. The above skills are important in basketball performance. Researchers may
examine whether other factors contribute more in the development of perceptual and
cognitive skills.
"	Kioumourtzoglou E|Derri V|Tzetzis G|Theodorakis Y	Democritus University of Thrace	Perceptual and motor skills	7/10/98 0:00
29129134	Divided attention during cutting influences lower extremity mechanics in female	"Anterior cruciate ligament (ACL) injuries in basketball appear to be more common when players are in possession of the ball. The greater risk of ACL injury when in
possession of the ball may result from the athlete's inability to fully attend to
their movement. However, it is also possible that having to carry/manipulate the
ball restricts the athlete's ability to utilise their upper extremities for
stability during a manoeuvre. The purpose of this study was to explore how
possession of a basketball and divided attention influence lower extremity mechanics
during cutting and landing. Twenty uninjured females with basketball experience
performed a baseline lateral cutting task, as well as lateral cuts while carrying a
basketball, with and without a subsequent chest pass. Requiring participants to
carry the basketball in isolation (i.e., without the additional pass) had minimal
influence on lower extremity mechanics compared to baseline. However, participants
demonstrated less knee flexion (40.9° vs. 47.3°) and greater knee abduction (12.2°
vs. 10.1°) for trials that included the additional pass (divided attention
condition) compared to trials conducted while carrying the basketball in isolation.
Athletes may be at greater risk for ACL injury when they are unable to solely attend
to their movement.
"	Almonroeder TG|Kernozek T|Cobb S|Slavens B|Wang J|Huddleston W	University of Wisconsin-Milwaukee	Sports biomechanics	11/14/17 6:00
29039046	Reduced attentional focus and the influence on expert anticipatory perception.	"The anticipatory memory encodings of expert and novice basketball players were examined under conditions of both full (attended condition) and reduced (unattended
condition) attention (see also Gorman, Abernethy, & Farrow in Attention, Perception,
& Psychophysics, 75, 835-844, 2013a). Participants completed a typical pattern
recall task using dynamic playing sequences from basketball, and their responses
were compared to both the original target pattern as well as to the series of
patterns that occurred immediately after and immediately before the target image.
The latter had not previously been employed in a pattern recall task when examining
the anticipatory encoding of pattern information. Results revealed that the overall
extent of the forward displacement for both the attended and unattended patterns was
generally significantly greater for the experts, with the expert advantage tending
to be most prominent for the attacking patterns. The novel addition of both forward
and backward scenes may provide a more precise measure of the anticipatory effect,
suggesting that future research in this domain should use a similar methodological
design.
"	Gorman AD|Abernethy B|Farrow D	Australian Institute of Sport	Attention, perception & psychophysics	10/19/17 6:00
20391881	An analysis of defensive strategies used by home and away basketball teams.	"The aim of the present study was to identify differences in defensive strategies used during basketball games, to compare the defensive strategies used by home and
away basketball teams, and to analyze the effectiveness of home and away ball
possessions when playing against each defensive strategy. The sample was composed of
10 games of the Spanish men's 2005-2006 regular basketball season (N = 1,785 ball
possessions). The analyzed variables were the number of types of defenses used,
points per possession, foul percentage, and turnover percentage according to the
type of defensive strategy and game location. The game location main effect was
significant in points per possession, with home teams having lower values than away
teams. The defensive strategy main effect was significant in number of types of
defenses used, with man-to-man as the most frequently utilized defense, and foul
percentages with higher values in zone defenses. There was a statistically
significant interaction in turnover percentages, with significantly lower values for
man-to-man defense and home games. Overall, it is suggested that team performance
for the studied variables changed according to the factors and, thus, it may be
beneficial to change defensive (and offensive) strategies according to game
location.
"	Gómez MA|Lorenzo A|Ibáñez SJ|Ortega E|Leite N|Sampaio J	Polytechnic University of Madrid	Perceptual and motor skills	4/16/10 6:00
11083144	Kinematic adjustments in the basketball jump shot against an opponent.	"The aim of this study was to analyse the adjustments in technique made by a basketball player when shooting against an opponent. The subjects used consisted of
10 professional basketball players of the Spanish First Division League.
Three-dimensional motion analysis based on video recordings (50 Hz) was used to
obtain the kinematic characteristics of basketball jump shots with and without an
opponent. It was found that when performing against an opponent the release angle of
the ball increased, the flight time was reduced and postural adjustments as
determined by the angles at the knee and shoulder increased, all significantly.
There were several other non-significant differences that helped to interpret the
changes in technique imposed by the presence of an opponent. It was suggested that
when shooting with an opponent, players attempted to release the ball more quickly
and from a greater height. This strategy will lessen the chance of the opponent
intercepting the ball. It was concluded that the differences noted in the technical
execution of the skill had implications for practice. It was suggested that training
would benefit from practice with an opponent for at least some of the time to
condition players to the demands which they were more likely to meet in the game
situation.
"	Rojas FJ|Cepero M|Oña A|Gutierrez M	University of Jaen	Ergonomics	11/18/00 11:00
8960655	Crisis-related observations in competition: a case study in basketball.	"This study presents a unique observational approach to basketball, based on the theory of psychological performance crisis in competition. The approach used takes
into account the responses of a player' s actions to significant social factors such
as team-mates, spectators, the coach and the referees. The contribution of this
approach beyond traditional observational techniques is discussed. In our
investigation, a single case design was used, in which a professional basketball
player was observed during 10 home and 3 away games of the regular season. The
relations between the observations and the crisis concept are discussed in detail.
In addition, some relevant methodological and applied aspects are presented.
"	Bar-Eli M|Sachs S|Tenenbaum G|Pie JS|Falk B	Ben-Gurion University of the Negev	Scandinavian journal of medicine & science in sports	10/1/96 0:00
25549511	From the wrong point of view! Athletes' ability to identify structured playing	"In professional basketball, coaches commonly use time-outs to instruct players on the upcoming playing pattern. In an explorative study a total of 154 time-outs in
professional basketball were analyzed and the data revealed that coaches usually
present these playing patterns from their own viewing perspective on the tactic
board. This habit leads to a misalignment of the instructed playing pattern with the
viewing perspective of players, so that they have to mentally rotate the pattern's
spatial-temporal information before they can execute the action on the court. In an
experimental study thirty-two basketball experts and forty-eight novices watched
video clips of different playing patterns, which were presented from their own or
from a coaches' viewing perspective. Identification performance suffered
significantly for experts and novices when the upcoming pattern was presented upside
down. It is suggested that basketball coaches should align their tactic boards with
the viewing perspective of their athletes during time-outs.
"	Schul K|Memmert D|Weigelt M|Jansen P	German Sport University Cologne	Perception	1/1/15 6:00
20453682	Differences in strength and conditioning coach self-perception of leadership style	"Leader behaviors have been found to vary by competitive level (6,9,11,26). Similar differences based on the competitive environment have been reported with strength
coaches and their training emphases (15,28) but not their leadership style
behaviors. This latter area is important to explore because strength coach leader
behaviors may result in enhanced cooperation, improved communication, and improved
athlete psychological and emotional well-being (14,23,25,27). Accordingly, the
purpose of this study was to examine the differences in self-perceived leadership
styles of National Basketball Association, Division I-A (DI-A) men's basketball, and
Division II (DII) men's basketball strength and conditioning coaches. The
self-perceived leadership styles of 145 men's basketball strength coaches (National
Basketball Association [NBA]=22, DI-A=92, and DII=31) were obtained using the
Revised Leadership Scale for Sport (26,41). Frequency data about demographics and
training methods were also collected. No significant differences were reported for
positive feedback. Otherwise, NBA strength coaches reported more democratic
leadership style behaviors than DI-A strength coaches. Division I-A strength coaches
were found to be more autocratic than NBA or DII strength coaches. Both NBA and DI-A
strength coaches indicated a higher level of training and instruction than did DII
strength coaches. National Basketball Association strength coaches also reported
engaging in more situational and socially supportive leader behaviors than DI-A and
DII strength coaches. Leader behaviors can positively and negatively impact an
athlete (23); thus, strength coaches need to evaluate their competitive environment
and reflect on the impact of their behaviors and how their approach to leading
athletes may need to vary based on the situation.
"	Magnusen MJ	Florida State University	Journal of strength and conditioning research	5/11/10 6:00
26985809	"The Spanish ""Century XXI"" academy for developing elite level basketballers: design,"	"OBJECTIVES: The XXI Century Academy was a 6-year state-initiated intervention program that served as an alternative to basketball clubs for players in the u-14
and u-18 age groups in Spain, under guidelines established by the Spanish Basketball
Federation. It was an important and unique project on talent development in
basketball. To the best of the authors' knowledge, no evidence has been reported on
long-term athlete development programs in basketball worldwide. The main aim of this
report is to describe the design and evaluation methods used for the XXI Century
Academy as a long-term intervention program in the elite Spanish Basketball Academy,
aiming to prepare basketball players to compete at the elite level. METHODS: The
monitoring time lasted from 1996 to 2001. A total of 55 players were assigned to the
intervention groups based on age, position, maturation level, and country of origin.
During this process, participants competed in up to two categories in addition to
playing competitive official matches worldwide in international tournaments in their
categories and with the national team in the European and World Championships (u-14
- u-18). Participants included 1 NBA player, 3 national A Team players, 10 ACB
(First Spanish League) players, 5 LEB (second League) players and 39 LEB-2 EBA
(third League) players. Assessments took place in a High-Performance Sports Center
(CPT FADURA-GETXO- Basque Government, Getxo, Vizcaya, Spain) and consisted of health
questionnaires, anthropometric measures, blood parameters, maturation level, birth
age, fitness tests, training volume and intensity, physical activity, technical and
tactical training, dietary intake, supplementation and injuries. Each player was
assessed 4 times per year (September, December, April, June) for 4 years (16 data
points). RESULTS: This is a purely methodological paper describing the design and
evaluation methods used in the XXI Century Project, which will be used as a basis
for future reporting of results. Therefore, the results of the project will be
reported in subsequent publications. CONCLUSION: The viability of the Century XXI
Project protocols has been described. This national project of training in
basketball closely replicates the physical and technical match-play conditions for
professionals and may constitute a useful training tool.
"	Calleja-González J|Mielgo-Ayuso J|Lekue JA|Leibar X|Erauzkin J|Jukic I|Ostojic SM|Delextrat A|Sampaio J|Terrados N	University of Oviedo	The Physician and sportsmedicine	3/18/16 6:00
22465899	Suggestions from the field for return to sports participation following anterior	"The purpose of this paper is to outline the final, functional phases of rehabilitation that address exercises, drills, and return-to-play criteria for the
sport of basketball, following anterior cruciate ligament (ACL) reconstruction. ACL
injuries can be debilitating and affect the quality of life for recreational and
elite athletes alike. Tears of the ACL are common in both male and female basketball
players, with a higher incidence rate in females. Incidence of a retear to the
existing graft or contralateral knee within 5 years of ACL reconstruction with
patellar tendon autograft in young (less than 18 to 25 years of age), active
basketball players can be as high as 52%. Reducing the number of ACL injuries or
reinjury, of which there are an estimated 80 000 per year at an associated cost of
over a billion dollars, can have significant potential long-term fiscal and health
benefits. Following surgical reconstruction of the ACL, implementing a tailored
rehabilitation protocol can ensure a successful return to sport. When searching the
literature for such protocols, clinicians may struggle to find specific exercises,
drills, and return-to-play criteria for particular sports. The intent of this
manuscript is to present such a rehabilitation protocol for basketball.
"	Waters E	Washington Wizards Basketball Club	The Journal of orthopaedic and sports physical therapy	4/3/12 6:00
1554067	Incidence of lateral meniscus injury in professional basketball players.	"We reviewed National Basketball Trainers Association data over a 6-year period to determine the incidence of lateral meniscus injury among professional basketball
players. Our results indicated that 58% of all injuries involved the lateral
meniscus, while 42% involved the medial meniscus. This differs from what other
authors have reported for basketball players. The lateral meniscus may be vulnerable
to chronic injury and subject to microtrauma from repetitive submaximal stresses
associated with cutting or changing direction while running, or from pivoting. A
professional player is at more risk of injury during a game than practice, and thus
is exposed to injury more than a collegian because the professional season has three
to four times as many games. Also, magnetic resonance imaging may aid the physician
in accurately diagnosing some tears that would otherwise have gone undetected or
required arthroscopy for diagnosis. In addition, injury to the lateral meniscus
could produce secondary symptoms such as instability or patellofemoral pain to
structures other than the lateral meniscus.
"	Krinsky MB|Abdenour TE|Starkey C|Albo RA|Chu DA	Associated Orthopedic Surgeons of Hayward	The American journal of sports medicine	1/1/92 0:00
7936947	Mental imagery, relaxation, and accuracy of basketball foul shooting.	"18 female college basketball players were pretested on foul shooting, alternately assigned to relaxation or mental imagery training, and posttested after 4 training
sessions over 3 weeks. Analysis of covariance indicated that the predicted
improvement of the imagery group did not occur. The relaxation group was marginally
superior at posttest.
"	Lamirand M|Rainey D	John Carroll University	Perceptual and motor skills	6/1/94 0:00
2227681	[Epidemiology of basketball injuries].	"The players of an elite basketball team were followed during the course of a season which included 71 games and 250 training sessions. All injuries were noted and were
correlated with age, height and other physical parameters of the players, as well as
with degree of fatigue during games and during training sessions. The lower
extremity was the most common site of injury. Ligamentous injuries of the knee are
more common in basketball than in soccer players, but they have fewer meniscal
injuries than the latter. However, the upper extremity, especially the hand, is more
frequently injured in basketball than in other sports. The age, height and
personality of the player affect the injury pattern.
"	Engel J|Baharav U|Modan M	Chaim Sheba Medical Center	Harefuah	9/1/90 0:00
18459365	Sport-specific decision-making in a Go/NoGo reaction task: difference among	"The present study examined whether Go/Nogo reaction time (RT) is a relevant index of the sport expertise relating to sport-specific decision-making. 57 male university
students, 20 basketball players, 24 baseball players, and 13 sedentary students as a
control group, performed a Simple RT task and Go/NoGo RT task which had baseball
specific stimulus-response relations. Participants in baseball and basketball
differed further in having high, medium, and low experience in the sports. For
comparisons across sports, the basketball and the baseball players had significantly
shorter reaction times than the nonathletes in both tasks. In contrast, reaction
times varied significantly across experience for the baseball players in the Go/NoGo
RT task but not for basketball players. These results suggested that Go/NoGo RT
could be used as an index of expertise for sport-specific decision-making, if
stimulus-response relation in Go/NoGo RT task has a natural relation for a
particular sport-domain.
"	Nakamoto H|Mori S	National Institute of Fitness  Sports in Kanoya	Perceptual and motor skills	5/8/08 9:00
9530756	Motivational climate and intrinsic motivation of young basketball players.	"The present study examined the relationship between motivational climate with intrinsic motivation for athletes with high and low perceived competence. It was
predicted that for highly competent athletes a motivational climate of high mastery
and high performance would be associated with enhanced intrinsic motivation whereas
for athletes of low competence perceptions of a motivational climate of high mastery
would be associated with higher intrinsic motivation. Analysis for 100 male
basketball players showed that there was no significant interaction between
perceived competence and perceptions of motivational climate. Scores for perceptions
of a task-involving climate were significantly correlated with intrinsic motivation.
"	Goudas M	University of Thessaly	Perceptual and motor skills	4/8/98 0:00
30932038	Prior shared success predicts victory in team competitions.	"Debate over the impact of team composition on the outcome of a contest has attracted sports enthusiasts and sports scientists for years. A commonly held belief regarding
team success is the superstar effect; that is, including more talent improves the
performance of a team(1). However, studies of team sports have suggested that
previous relations and shared experiences among team members improve the mutual
understanding of individual habits, techniques and abilities and therefore enhance
team coordination and strategy(2-9). We explored the impact of within-team
relationships on the outcome of competition between sports teams. Relations among
teammates consist of two aspects: qualitative and quantitative. While quantitative
aspects measure the number of times two teammates collaborated, qualitative aspects
focus on 'prior shared success'; that is, whether teamwork succeeded or failed. We
examined the association between qualitative team interactions and the probability
of winning using historical records from professional sports-basketball in the
National Basketball Association, football in the English Premier League, cricket in
the Indian Premier League and baseball in Major League Baseball-and the multiplayer
online battle game Defense of the Ancients 2. Our results show that prior shared
success between team members significantly improves the odds of the team winning in
all sports beyond the talents of individuals.
"	Mukherjee S|Huang Y|Neidhardt J|Uzzi B|Contractor N	Northwestern University	Nature human behaviour	4/2/19 6:00
19424898	Officiating bias: the effect of foul differential on foul calls in NCAA basketball.	"In this study, we examined the pattern of foul calls exhibited during 365 NCAA basketball games during the 2004-2005 season. Results of the analysis indicate that
officials are more likely to call fouls on the team with the fewest fouls, making it
likely that the number of fouls will tend to even out during the game. This
increased probability increases as the foul differential increases. In addition,
there is a significant bias towards officials calling more fouls on the visiting
team, and a bias towards foul calls on the team that is leading. The result is that
the probability of the next foul being called on the visiting team can reach as high
as 0.70. Finally, the implications of this officiating bias are explored, including
the fact that basketball teams have an incentive to play more aggressively, leading
to more physical play over time.
"	Anderson KJ|Pierce DA	Indiana University	Journal of sports sciences	5/9/09 9:00
16158694	Sport orientation model for wheelchair basketball athletes.	"This study examined the validity of the Sport Orientation Questionnaire (Competitiveness: 13 items, Win Orientation: 6 items, and Goal Orientation: 6 items)
in a sample of 195 wheelchair basketball athletes from the USA. Following evidence
for sample-specific validity, the measurement model that underlies the questionnaire
was examined. A short-form with 15 items for three factors of Competitiveness (7
items), Win Orientation (5 items) and Goal Orientation (3 items) fit the data (X2/df
ratio=2.21, NNFI=.892, CFI=.991, RCFI=.935, SRMR=.058, RMSEA=.071). To evaluate the
findings further, we cross-validated the short-form by sex. Structural equation
modeling indicated there were similar measurement properties and factor structures
for the men and women, indicating similar conceptualization of sport orientations.
Meaningful comparisons across sex may be undertaken, since both men and women who
are wheelchair basketball athletes perceive the three short-form SOQ factors
similarly.
"	Skordilis EK|Stavrou NA	University of Athens. eskord@phed.uoa.gr	Perceptual and motor skills	9/15/05 9:00
25144982	Morphological profile of different types of top young female European basketball	"Basketball is a team sport involving several types of players who differ in terms of body height and other morphological dimensions. This study aimed to establish and
analyze the morphological characteristics of top young female European basketball
players, the development levels of the morphological characteristics of three basic
types of such players and any differences among them. The sample of subjects
comprised 115 female basketball players aged 14.64 (+/- 0.48) years. They were
divided into three groups according to their playing position: guard (N = 51),
forward (N = 33) and center (N = 31). The study applied 23 morphological measures,
based on which the somatotype components, percentages of bone, muscle and fat tissue
and other morphological indexes were calculated. Statistically significant
differences (p < 0.05) were established between individual types of players in terms
of their body height, body mass and the three somatotype components, by using a
one-way analysis of variance, whereas no such differences were identified in terms
of their bone, muscle and fat tissue percentages. There were no differences even
after the effect of body height was eliminated by using a multivariate analysis of
covariance. The effect of the covariate was only statistically significant in terms
of bone tissue percentage. The results of the study thus refute the assumption that
it is possible to differentiate player types according to their proportions of fat
and muscle tissue.
"	Erculj F|Bracic M	University of Athens. eskord@phed.uoa.gr	Collegium antropologicum	8/26/14 6:00
18545206	Physiological testing of basketball players: toward a standard evaluation of	"The aim of this study was to examine whether the changes in the rules of the game instituted in 2000 have modified the physiological factors of success in basketball.
The performances of 8 elite male players and 8 average-level players were compared
in order to identify which components of fitness among agility, speed, anaerobic
power, anaerobic capacity, and upper body strength were key determinants of
performance in modern basketball. Each subject performed 7 tests, including vertical
jump (VJ), 20-m sprint, agility T test, suicide sprint, 30-second Wingate anaerobic
test (WAnT), isokinetic testing of the knee extensors, and 1 repetition maximum
(1RM) bench press test. The statistical difference in the anaerobic performances was
assessed by Student's t test. The main results showed that, compared to
average-level players, elite-level players achieved significantly better
performances in the agility T test (+6.2%), VJ test (+8.8%), peak torques developed
by knee extensors (+20.2%), and 1RM bench press (+18.6%, p < 0.05). In contrast, no
significant difference between groups was observed on 20-m sprint, suicide run, and
parameters of the WAnT (p > 0.05). These results emphasized the importance of
anaerobic power in modern basketball, whereas anaerobic capacity does not seem to be
a key aspect to consider. In this context, coaches are advised to avoid using
exercises lasting >/=30 seconds in their physical fitness programs, but instead to
focus on short and intense tests such as VJ, agility T test, and sprints over very
short distances (5 or 10 m).
"	Delextrat A|Cohen D	London Metropolitan University	Journal of strength and conditioning research	6/12/08 9:00
20386474	Profile of weekly training load in elite male professional basketball players.	"The aim of this study was to examine the training load (TL) profile of professional elite level basketball players during the crucial parts of the competitive season
(pre-play-off finals). Subjects were 8 full-time professional basketball players
(age 28 +/- 3.6 years, height 199 +/-7.2 cm, body mass 102 +/- 11.5 kg, and body fat
10.4 +/- 1.5%) whose heart rate (HR) was recorded during each training session and
their individual response to TL monitored using the session-rate of perceived
exertion (RPE) method (200 training sessions). The association between the
session-RPE method and training HR was used to assess the population validity of the
session-RPE method. Significant relationships were observed between individual
session-RPE and all individual HR-based TL (r values from 0.69 to 0.85; p < 0.001).
Coaches spontaneously provided a tapering phase during the competitive weeks
irrespective of the number of games played during it (i.e., 1 or 2 games). The
individual weekly players' TL resulted in being not significantly different from
each other (p > 0.05). Elite male professional basketball imposes great
physiological and psychological stress on players through training sessions and
official competitions (1-2 per week). Consequently, the importance of a practical
and valid method to assess individual TL is warranted. In this research, we
demonstrated that session-RPE may be considered as a viable method to asses TL
without the use of more sophisticated tools (i.e., HR monitors). The session-RPE
method enabled the detection of periodization patterns in weekly planning in elite
professional basketball during the crucial part of the competitive season (1 vs. 2
weekly fixtures model).
"	Manzi V|D'Ottavio S|Impellizzeri FM|Chaouachi A|Chamari K|Castagna C	University of Rome Tor Vergata	Journal of strength and conditioning research	4/14/10 6:00
27535732	Non-compaction cardiomyopathy in an asymptomatic athlete.	"Prevention of sudden cardiac death in athletes requires the screening and recognition of pathologies that often remain clinically silent for years until
provoked by a physiologic stressor. This can result in the manifestation of disease
and even death. Left ventricular non-compaction cardiomyopathy (LVNC), newly
classified as a distinct entity arising in the adult population, is a cardiomyopathy
that at initial presentation can manifest as a wide spectrum of symptoms from
asymptomatic to ventricular arrhythmias, systemic embolism and even sudden cardiac
death. We present the case of an asymptomatic athlete found to have LVNC and discuss
the implications this finding may have on sports participation.
"	Manus MK|Roy S|Stag R|Hyman D	Cooper University Hospital	BMJ case reports	8/19/16 6:00
18545163	Evaluation of peak power prediction equations in male basketball players.	"This study compared peak power estimated using 4 commonly used regression equations with actual peak power derived from force platform data in a group of adolescent
basketball players. Twenty-five elite junior male basketball players (age, 16.5 +/-
0.5 years; mass, 74.2 +/- 11.8 kg; height, 181.8 +/- 8.1 cm) volunteered to
participate in the study. Actual peak power was determined using a countermovement
vertical jump on a force platform. Estimated peak power was determined using
countermovement jump height and body mass. All 4 prediction equations were
significantly related to actual peak power (all p < 0.01). Repeated-measures
analysis of variance indicated significant differences between actual peak power and
estimate peak power from all 4 prediction equations (p < 0.001). Bonferroni post hoc
tests indicated that estimated peak power was significantly lower than actual peak
power for all 4 prediction equations. Ratio limits of agreement for actual peak
power and estimated peak power were 8% for the Harman et al. and Sayers squat jump
prediction equations, 12% for the Canavan and Vescovi equation, and 6% for the
Sayers countermovement jump equation. In all cases peak power was underestimated.
"	Duncan MJ|Lyons M|Nevill AM	University of Derby	Journal of strength and conditioning research	6/12/08 9:00
20131144	Space-time coordination dynamics in basketball: Part 2. The interaction between the	"In this article, we examine the space-time coordination dynamics of two basketball teams during competition. We identified six game sequences at random, from which the
movement data of each player were obtained for analysis of team behaviours in both
the longitudinal (basket-to-basket) and lateral (side-to-side) directions. The
central position of a team was measured using its spatial (geometric) centre and
dispersion using a stretch index, obtained from the mean distance of team members
from the spatial centre. Relative-phase analysis of the spatial centres demonstrated
in-phase stabilities in both the longitudinal and lateral directions, with more
stability in the longitudinal than lateral direction. As anticipated, this finding
is consistent with the results of an analysis of individual playing dyads (see
companion article, this issue), as well as the more general principle of complex
systems conforming to similar descriptions at different levels of analysis. Phase
relations for the stretch index demonstrated in-phase attraction in the longitudinal
direction and no attraction to any values in the lateral direction. Finally, the
difference between the two stretch indexes at any instant showed phase transitions
between two stable patterns when the difference was represented in binary form. This
result is attributed to the reciprocity between teams in their amounts of expansion
and contraction when possession of the ball is won and lost.
"	Bourbousson J|Sève C|McGarry T	Universite de Nantes	Journal of sports sciences	2/5/10 6:00
23876006	Laterality of a second player position affects lateral deviation of basketball	"Asymmetrically placed visual distractors are known to cause a lateral bias in the execution of a movement directed toward a target. The aim of the present experiment
was to verify if the trajectory of the ball and the trajectory of the jump for a
basket-shot can be affected by the sole position of a second player, who stays in
front of the shooting player in one of three possible positions (centre, left or
right) but too far to physically interfere with the shot. Young basketball players
were asked to perform 60 shots at 6.25 m from a regular basket, with or without a
second player staying in front of them in, alternately, a centre, left or right
position. A computerised system measured the angular deviation of the jump direction
from the vertical direction and the lateral deviation of the ball trajectory from
the midline. The results showed that both the jump direction and the entry position
of the ball deviated toward the opposite side from the second player's side;
however, these effects were too small to significantly affect the mean goal
percentage. This result confirms that some placements of the players can have an
effect as visual distractors. Further studies are necessary to find what game
conditions can make such distractors harmful for the athletic performance.
"	Viggiano A|Chieffi S|Tafuri D|Messina G|Monda M|De Luca B	a University of Naples 'Parthenope'	Journal of sports sciences	7/24/13 6:00
17288098	Injury prevention and performance enhancement: a training program for basketball.	"The purpose of this investigation was to determine the effectiveness of a training program for basketball. Effectiveness in this case was determined by the program's
ability to decrease the rate of injury and to increase athletic performance on the
basketball court. The search for a program to help prevent serious knee ligament
injuries has resulted in a plyometric type of training program. The first stage
began eight weeks before basketball season, the second three days before the season
started. Upon completion of the second testing session, both male and female
participants had improved in all tests administered. This shows that a supervised,
scientifically developed program consisting of sports-specific material can result
in an increase in sports performance. There were no injuries reported during the
training period or during the season lending credence to the fact that a program of
this type can result in injury reduction.
"	Myrick S	Elite Sports Medicine	Connecticut medicine	2/10/07 9:00
20613647	Balance performance in male and female collegiate basketball athletes: influence of	"The Star Excursion Balance Test (SEBT) is a simple and cost-effective balance test. Information on SEBT performance in athletic populations and under varying testing
surfaces is needed to fully elucidate the clinical and training utility of this
task. The purpose of this study was to examine SEBT performance in division I,
collegiate basketball athletes (men = 9, women = 7) and in a healthy nonathlete
control group (men = 7, women = 9). Each participant performed the SEBT with their
dominant and nondominant limbs on stable and unstable testing surfaces while
reaching in the anterior, medial, and posterior directions. No significant
differences resulted between the dominant and nondominant limbs (p > 0.05).
Significant differences were found between the basketball and control groups in all
directions (p < 0.01) and the average reach score (p < 0.01) with the control group
reaching 6-7% farther than the basketball group. A significant main effect for
gender (collapsed across group and limb) was present in the posterior direction (p =
0.02). The SEBT performance in the medial and posterior directions and the average
score were significantly (p < 0.01) reduced during testing on the unstable surface.
These results suggest that athletic status may be a factor to consider when
interpreting SEBT reach performance. Future research should examine the influence of
SEBT testing in other athletic populations. Further, use of an unstable surface
provided a greater challenge to balance. Additional research may provide insight
into the role of using an unstable surface with the SEBT as part of an injury risk
assessment and its use in identifying limb differences between injured and uninjured
limbs.
"	Sabin MJ|Ebersole KT|Martindale AR|Price JW|Broglio SP	University of Illinois	Journal of strength and conditioning research	7/9/10 6:00
22289699	A training program to improve neuromuscular and performance indices in female high	"The purpose of this study was to determine if a sports-specific training program could improve neuromuscular and performance indices in female high school basketball
players. We combined components from a published anterior cruciate ligament injury
prevention program for jump and strength training with other exercises and drills to
improve speed, agility, overall strength, and aerobic conditioning. We hypothesized
that this sports-specific training program would lead to significant improvements in
neuromuscular and performance indices in high school female basketball players.
Fifty-seven female athletes aged 14-17 years participated in the supervised 6-week
program, 3 d·wk(-1) for approximately 90-120 minutes per session. The program was
conducted on the basketball court and in weight room facilities in high schools. The
athletes underwent a video drop-jump test, multistage fitness test, vertical jump
test, and an 18-m sprint test before and upon completion of the training program.
All the subjects attended at least 14 training sessions. After training, a
significant increase was found in the mean estimated VO2max (p < 0.001), with 89% of
the athletes improving this score. In the drop-jump video test, significant
increases were found in the mean absolute knee separation distance (p < 0.0001) and
in the mean normalized knee separation distance (p < 0.0001), indicating a more
neutral lower limb alignment on landing. A significant improvement was found in the
vertical jump test (p < 0.0001); however, the effect size was small (0.09). No
improvement was noted in the sprint test. This program significantly improved lower
limb alignment on a drop-jump test and estimated maximal aerobic power and may be
implemented preseason or off-season in high school female basketball players.
"	Noyes FR|Barber-Westin SD|Smith ST|Campbell T|Garrison TT	Cincinnati SportsMedicine Research  Education Foundation	Journal of strength and conditioning research	2/1/12 6:00
